index,object_class,object_name,occlusion,ambiguous,overlaps
2460,RedBullZero,RedBullZero.005,not given,0,4
2461,Fanta,Fanta,not given,0,1
2462,WaterBottle,WaterBottle.003,not given,0,2
2463,RedBull,RedBull.006,not given,0,0
2464,Jever,Jever,not given,0,0
2465,RedBullZero,RedBullZero.005,not given,0,3
2466,Fanta,Fanta,not given,0,2
2467,WaterBottle,WaterBottle.003,not given,0,2
2468,RedBull,RedBull.006,not given,0,0
2469,Jever,Jever,not given,0,0
2470,RedBullZero,RedBullZero.005,not given,0,1
2471,Fanta,Fanta,not given,0,3
2472,WaterBottle,WaterBottle.003,not given,0,3
2473,RedBull,RedBull.006,not given,0,0
2474,Krombacher,Krombacher.002,not given,0,0
2475,Jever,Jever,not given,0,0
2476,RedBullZero,RedBullZero.005,not given,0,1
2477,Fanta,Fanta,not given,0,2
2478,WaterBottle,WaterBottle.003,not given,0,3
2479,RedBull,RedBull.006,not given,0,0
2480,Krombacher,Krombacher.002,not given,0,0
2481,Jever,Jever,not given,0,1
2482,RedBullZero,RedBullZero.005,not given,0,1
2483,Fanta,Fanta,not given,0,3
2484,WaterBottle,WaterBottle.003,not given,0,3
2485,RedBull,RedBull.006,not given,0,0
2486,Krombacher,Krombacher.002,not given,0,0
2487,Jever,Jever,not given,0,2
2488,RedBullZero,RedBullZero.005,not given,0,1
2489,Fanta,Fanta,not given,0,4
2490,WaterBottle,WaterBottle.003,not given,0,3
2491,RedBull,RedBull.006,not given,0,0
2492,Krombacher,Krombacher.002,not given,0,0
2493,Jever,Jever,not given,0,2
2494,RedBullZero,RedBullZero.005,not given,0,1
2495,Fanta,Fanta,not given,0,4
2496,WaterBottle,WaterBottle.003,not given,0,3
2497,RedBull,RedBull.006,not given,0,0
2498,MakoEnergy,MakoEnergy.004,not given,0,0
2499,Krombacher,Krombacher.002,not given,0,0
2500,Jever,Jever,not given,0,3
2501,RedBullZero,RedBullZero.005,not given,0,1
2502,Fanta,Fanta,not given,0,3
2503,WaterBottle,WaterBottle.003,not given,0,5
2504,RedBull,RedBull.006,not given,0,0
2505,MakoEnergy,MakoEnergy.004,not given,0,0
2506,Krombacher,Krombacher.002,not given,0,0
2507,Jever,Jever,not given,0,4
2508,RedBullZero,RedBullZero.005,not given,0,1
2509,Fanta,Fanta,not given,0,4
2510,WaterBottle,WaterBottle.003,not given,0,5
2511,RedBull,RedBull.006,not given,0,0
2512,MakoEnergy,MakoEnergy.004,not given,0,0
2513,Krombacher,Krombacher.002,not given,0,0
2514,Jever,Jever,not given,0,4
2515,RedBullZero,RedBullZero.005,not given,0,0
2516,Fanta,Fanta,not given,0,4
2517,WaterBottle,WaterBottle.003,not given,0,6
2518,RedBull,RedBull.006,not given,0,0
2519,MakoEnergy,MakoEnergy.004,not given,0,1
2520,Krombacher,Krombacher.002,not given,0,1
2521,Jever,Jever,not given,0,5
2522,RedBullZero,RedBullZero.005,not given,0,0
2523,Fanta,Fanta,not given,0,4
2524,RedBull,RedBull.006,not given,0,0
2525,MakoEnergy,MakoEnergy.004,not given,0,1
2526,Krombacher,Krombacher.002,not given,0,1
2527,Jever,Jever,not given,0,6
2528,RedBullZero,RedBullZero.005,not given,0,0
2529,Fanta,Fanta,not given,0,2
2530,RedBull,RedBull.006,not given,0,0
2531,MakoEnergy,MakoEnergy.004,not given,0,1
2532,Krombacher,Krombacher.002,not given,0,1
2533,Jever,Jever,not given,0,7
2534,RedBullZero,RedBullZero.005,not given,0,0
2535,Fanta,Fanta,not given,0,2
2536,RedBull,RedBull.006,not given,0,0
2537,MakoEnergy,MakoEnergy.004,not given,0,1
2538,Krombacher,Krombacher.002,not given,0,1
2539,Jever,Jever,not given,0,5
2540,RedBullZero,RedBullZero.005,not given,0,0
2541,Fanta,Fanta,not given,0,2
2542,RedBull,RedBull.006,not given,0,0
2543,MakoEnergy,MakoEnergy.004,not given,0,1
2544,Krombacher,Krombacher.002,not given,0,1
2545,Jever,Jever,not given,0,5
2546,RedBullZero,RedBullZero.005,not given,0,0
2547,Fanta,Fanta,not given,0,2
2548,RedBull,RedBull.006,not given,0,1
2549,MakoEnergy,MakoEnergy.004,not given,0,1
2550,Krombacher,Krombacher.002,not given,0,1
2551,Jever,Jever,not given,0,4
2552,RedBullZero,RedBullZero.005,not given,0,1
2553,Fanta,Fanta,not given,0,1
2554,RedBull,RedBull.006,not given,0,1
2555,MakoEnergy,MakoEnergy.004,not given,0,1
2556,Krombacher,Krombacher.002,not given,0,1
2557,Jever,Jever,not given,0,3
2558,RedBullZero,RedBullZero.005,not given,0,1
2559,Fanta,Fanta,not given,0,0
2560,WaterBottle,WaterBottle.003,not given,0,4
2561,RedBull,RedBull.006,not given,0,2
2562,MakoEnergy,MakoEnergy.004,not given,0,1
2563,Jever,Jever,not given,0,2
2564,RedBullZero,RedBullZero.005,not given,0,1
2565,Fanta,Fanta,not given,0,1
2566,WaterBottle,WaterBottle.003,not given,0,4
2567,RedBull,RedBull.006,not given,0,3
2568,MakoEnergy,MakoEnergy.004,not given,0,1
2569,Jever,Jever,not given,0,2
2570,RedBullZero,RedBullZero.005,not given,0,1
2571,Fanta,Fanta,not given,0,1
2572,WaterBottle,WaterBottle.003,not given,0,3
2573,RedBull,RedBull.006,not given,0,4
2574,MakoEnergy,MakoEnergy.004,not given,0,1
2575,Jever,Jever,not given,0,1
2576,RedBullZero,RedBullZero.005,not given,0,2
2577,WaterBottle,WaterBottle.003,not given,0,2
2578,RedBull,RedBull.006,not given,0,5
2579,MakoEnergy,MakoEnergy.004,not given,0,1
2580,Jever,Jever,not given,0,1
2581,RedBullZero,RedBullZero.005,not given,0,2
2582,WaterBottle,WaterBottle.003,not given,0,1
2583,RedBull,RedBull.006,not given,0,5
2584,MakoEnergy,MakoEnergy.004,not given,0,1
2585,Jever,Jever,not given,0,1
2586,RedBullZero,RedBullZero.005,not given,0,2
2587,WaterBottle,WaterBottle.003,not given,0,1
2588,RedBull,RedBull.006,not given,0,7
2589,MakoEnergy,MakoEnergy.004,not given,0,1
2590,Jever,Jever,not given,0,1
2591,RedBullZero,RedBullZero.005,not given,0,2
2592,WaterBottle,WaterBottle.003,not given,0,0
2593,RedBull,RedBull.006,not given,0,5
2594,MakoEnergy,MakoEnergy.004,not given,0,1
2595,Jever,Jever,not given,0,0
2596,RedBullZero,RedBullZero.005,not given,0,4
2597,WaterBottle,WaterBottle.003,not given,0,1
2598,RedBull,RedBull.006,not given,0,4
2599,MakoEnergy,MakoEnergy.004,not given,0,1
2600,Jever,Jever,not given,0,0
2601,RedBullZero,RedBullZero.005,not given,0,3
2602,WaterBottle,WaterBottle.003,not given,0,1
2603,RedBull,RedBull.006,not given,0,4
2604,MakoEnergy,MakoEnergy.004,not given,0,2
2605,Jever,Jever,not given,0,0
2606,RedBullZero,RedBullZero.005,not given,0,2
2607,WaterBottle,WaterBottle.003,not given,0,1
2608,RedBull,RedBull.006,not given,0,4
2609,MakoEnergy,MakoEnergy.004,not given,0,3
2610,Jever,Jever,not given,0,0
2611,RedBullZero,RedBullZero.005,not given,0,2
2612,WaterBottle,WaterBottle.003,not given,0,1
2613,RedBull,RedBull.006,not given,0,3
2614,MakoEnergy,MakoEnergy.004,not given,0,5
2615,Jever,Jever,not given,0,0
2616,RedBullZero,RedBullZero.005,not given,0,3
2617,WaterBottle,WaterBottle.003,not given,0,1
2618,RedBull,RedBull.006,not given,0,2
2619,MakoEnergy,MakoEnergy.004,not given,0,5
2620,Krombacher,Krombacher.002,not given,0,3
2621,Jever,Jever,not given,0,0
2622,RedBullZero,RedBullZero.005,not given,0,3
2623,WaterBottle,WaterBottle.003,not given,0,1
2624,RedBull,RedBull.006,not given,0,1
2625,MakoEnergy,MakoEnergy.004,not given,0,7
2626,Krombacher,Krombacher.002,not given,0,5
2627,Jever,Jever,not given,0,1
2628,RedBullZero,RedBullZero.005,not given,0,2
2629,WaterBottle,WaterBottle.003,not given,0,2
2630,RedBull,RedBull.006,not given,0,2
2631,MakoEnergy,MakoEnergy.004,not given,0,8
2632,Krombacher,Krombacher.002,not given,0,5
2633,Fanta,Fanta.003,not given,0,0
2634,CokeZero,CokeZero,not given,0,6
2635,Coke,Coke.003,not given,0,1
2636,Jever,Jever.001,not given,0,5
2637,Fanta,Fanta.003,not given,0,0
2638,CokeZero,CokeZero,not given,0,3
2639,Coke,Coke.003,not given,0,2
2640,Jever,Jever.001,not given,0,4
2641,Fanta,Fanta.003,not given,0,2
2642,CokeZero,CokeZero,not given,0,3
2643,Coke,Coke.003,not given,0,1
2644,Jever,Jever.001,not given,0,4
2645,Fanta,Fanta.003,not given,0,3
2646,CokeZero,CokeZero,not given,0,3
2647,Coke,Coke.003,not given,0,1
2648,Jever,Jever.001,not given,0,5
2649,Fanta,Fanta.003,not given,0,4
2650,CokeZero,CokeZero,not given,0,2
2651,Coke,Coke.003,not given,0,1
2652,Jever,Jever.001,not given,0,5
2653,Fanta,Fanta.003,not given,0,5
2654,CokeZero,CokeZero,not given,0,1
2655,Coke,Coke.003,not given,0,1
2656,Fanta,Fanta.003,not given,0,5
2657,CokeZero,CokeZero,not given,0,1
2658,Coke,Coke.003,not given,0,0
2659,Fanta,Fanta.003,not given,0,5
2660,CokeZero,CokeZero,not given,0,1
2661,Coke,Coke.003,not given,0,0
2662,Fanta,Fanta.003,not given,0,5
2663,CokeZero,CokeZero,not given,0,1
2664,Coke,Coke.003,not given,0,0
2665,Fanta,Fanta.003,not given,0,6
2666,CokeZero,CokeZero,not given,0,1
2667,Coke,Coke.003,not given,0,1
2668,Fanta,Fanta.003,not given,0,5
2669,RedBullZero,RedBullZero.002,not given,1,1
2670,CokeZero,CokeZero,not given,0,1
2671,Coke,Coke.003,not given,0,2
2672,Fanta,Fanta.003,not given,0,4
2673,RedBullZero,RedBullZero.002,not given,1,1
2674,CokeZero,CokeZero,not given,0,1
2675,Coke,Coke.003,not given,0,4
2676,Fanta,Fanta.003,not given,0,3
2677,RedBullZero,RedBullZero.002,not given,1,1
2678,CokeZero,CokeZero,not given,0,1
2679,Coke,Coke.003,not given,0,4
2680,Fanta,Fanta.003,not given,0,4
2681,RedBullZero,RedBullZero.002,not given,1,1
2682,CokeZero,CokeZero,not given,0,1
2683,Coke,Coke.003,not given,0,6
2684,Fanta,Fanta.003,not given,0,4
2685,RedBullZero,RedBullZero.002,not given,1,1
2686,CokeZero,CokeZero,not given,0,1
2687,Coke,Coke.003,not given,0,5
2688,Fanta,Fanta.003,not given,0,3
2689,RedBullZero,RedBullZero.002,not given,1,0
2690,CokeZero,CokeZero,not given,0,0
2691,Coke,Coke.003,not given,0,6
2692,Fanta,Fanta.003,not given,0,3
2693,RedBullZero,RedBullZero.002,not given,1,0
2694,CokeZero,CokeZero,not given,0,0
2695,Coke,Coke.003,not given,0,5
2696,Fanta,Fanta.003,not given,0,3
2697,RedBullZero,RedBullZero.002,not given,1,0
2698,CokeZero,CokeZero,not given,0,0
2699,Coke,Coke.003,not given,0,5
2700,Fanta,Fanta.003,not given,0,3
2701,RedBullZero,RedBullZero.002,not given,1,0
2702,CokeZero,CokeZero,not given,0,0
2703,Coke,Coke.003,not given,0,4
2704,Fanta,Fanta.003,not given,0,3
2705,RedBullZero,RedBullZero.002,not given,1,0
2706,CokeZero,CokeZero,not given,0,0
2707,Coke,Coke.003,not given,0,3
2708,WaterBottle,WaterBottle.000,not given,0,3
2709,RedBullZero,RedBullZero.002,not given,1,0
2710,CokeZero,CokeZero,not given,0,0
2711,Coke,Coke.003,not given,0,3
2712,WaterBottle,WaterBottle.000,not given,0,1
2713,RedBullZero,RedBullZero.002,not given,1,0
2714,CokeZero,CokeZero,not given,0,0
2715,Coke,Coke.003,not given,0,3
2716,WaterBottle,WaterBottle.000,not given,0,2
2717,Jever,Jever.002,not given,0,1
2718,RedBullZero,RedBullZero.002,not given,1,0
2719,CokeZero,CokeZero,not given,0,0
2720,Coke,Coke.003,not given,0,3
2721,WaterBottle,WaterBottle.000,not given,0,2
2722,Jever,Jever.002,not given,0,1
2723,RedBullZero,RedBullZero.002,not given,1,1
2724,Coke,Coke.003,not given,0,4
2725,WaterBottle,WaterBottle.000,not given,0,2
2726,Jever,Jever.002,not given,0,1
2727,RedBullZero,RedBullZero.002,not given,1,1
2728,Coke,Coke.003,not given,0,3
2729,WaterBottle,WaterBottle.000,not given,0,3
2730,Jever,Jever.002,not given,0,1
2731,Fanta,Fanta.003,not given,0,2
2732,RedBullZero,RedBullZero.002,not given,1,1
2733,Coke,Coke.003,not given,0,3
2734,WaterBottle,WaterBottle.000,not given,0,4
2735,Jever,Jever.002,not given,0,1
2736,Fanta,Fanta.003,not given,0,2
2737,RedBullZero,RedBullZero.002,not given,1,1
2738,Coke,Coke.003,not given,0,2
2739,WaterBottle,WaterBottle.000,not given,0,4
2740,Krombacher,Krombacher.001,not given,0,0
2741,Jever,Jever.002,not given,0,1
2742,Fanta,Fanta.003,not given,0,2
2743,Coke,Coke.003,not given,0,2
2744,WaterBottle,WaterBottle.000,not given,0,4
2745,Krombacher,Krombacher.001,not given,0,1
2746,Jever,Jever.002,not given,0,1
2747,Fanta,Fanta.003,not given,0,2
2748,Coke,Coke.003,not given,0,2
2749,WaterBottle,WaterBottle.000,not given,0,5
2750,Krombacher,Krombacher.001,not given,0,1
2751,Jever,Jever.002,not given,0,1
2752,Fanta,Fanta.003,not given,0,1
2753,Coke,Coke.003,not given,0,2
2754,WaterBottle,WaterBottle.000,not given,0,5
2755,Krombacher,Krombacher.001,not given,0,2
2756,Jever,Jever.002,not given,0,2
2757,Fanta,Fanta.003,not given,0,1
2758,WaterBottle,WaterBottle.000,not given,0,3
2759,Krombacher,Krombacher.001,not given,0,2
2760,Jever,Jever.002,not given,0,2
2761,Fanta,Fanta.003,not given,0,2
2762,WaterBottle,WaterBottle.000,not given,0,3
2763,MakoEnergy,MakoEnergy.003,not given,0,0
2764,Krombacher,Krombacher.001,not given,0,2
2765,Jever,Jever.002,not given,0,2
2766,Fanta,Fanta.003,not given,0,2
2767,WaterBottle,WaterBottle.000,not given,0,3
2768,MakoEnergy,MakoEnergy.003,not given,0,0
2769,Krombacher,Krombacher.001,not given,0,2
2770,Jever,Jever.002,not given,0,2
2771,WaterBottle,WaterBottle.000,not given,0,2
2772,MakoEnergy,MakoEnergy.003,not given,0,0
2773,Krombacher,Krombacher.001,not given,0,2
2774,WaterBottle,WaterBottle.000,not given,0,2
2775,MakoEnergy,MakoEnergy.003,not given,0,0
2776,Krombacher,Krombacher.001,not given,0,2
2777,WaterBottle,WaterBottle.000,not given,0,1
2778,MakoEnergy,MakoEnergy.003,not given,0,0
2779,Krombacher,Krombacher.001,not given,0,3
2780,RedBull,RedBull.004,not given,0,0
2781,WaterBottle,WaterBottle.000,not given,0,1
2782,MakoEnergy,MakoEnergy.003,not given,0,0
2783,Krombacher,Krombacher.001,not given,0,3
2784,RedBull,RedBull.004,not given,0,0
2785,WaterBottle,WaterBottle.000,not given,0,1
2786,MakoEnergy,MakoEnergy.003,not given,0,0
2787,Krombacher,Krombacher.001,not given,0,2
2788,RedBull,RedBull.004,not given,0,0
2789,WaterBottle,WaterBottle.000,not given,0,0
2790,MakoEnergy,MakoEnergy.003,not given,0,0
2791,Krombacher,Krombacher.001,not given,0,3
2792,RedBull,RedBull.004,not given,0,0
2793,WaterBottle,WaterBottle.000,not given,0,1
2794,MakoEnergy,MakoEnergy.003,not given,0,0
2795,Krombacher,Krombacher.001,not given,0,5
2796,RedBull,RedBull.004,not given,0,0
2797,WaterBottle,WaterBottle.000,not given,0,1
2798,MakoEnergy,MakoEnergy.003,not given,0,0
2799,Krombacher,Krombacher.001,not given,0,6
2800,Jever,Jever.002,not given,0,2
2801,RedBull,RedBull.004,not given,0,1
2802,WaterBottle,WaterBottle.000,not given,0,1
2803,MakoEnergy,MakoEnergy.003,not given,0,1
2804,Krombacher,Krombacher.001,not given,0,5
2805,Jever,Jever.002,not given,0,3
2806,RedBull,RedBull.004,not given,0,1
2807,WaterBottle,WaterBottle.000,not given,0,1
2808,MakoEnergy,MakoEnergy.003,not given,0,1
2809,Krombacher,Krombacher.001,not given,0,6
2810,Jever,Jever.002,not given,0,3
2811,RedBull,RedBull.004,not given,0,1
2812,WaterBottle,WaterBottle.000,not given,0,0
2813,MakoEnergy,MakoEnergy.003,not given,0,1
2814,Krombacher,Krombacher.001,not given,0,5
2815,Jever,Jever.002,not given,0,3
2816,RedBull,RedBull.004,not given,0,1
2817,WaterBottle,WaterBottle.000,not given,0,0
2818,MakoEnergy,MakoEnergy.003,not given,0,1
2819,Krombacher,Krombacher.001,not given,0,4
2820,Jever,Jever.002,not given,0,4
2821,RedBull,RedBull.004,not given,0,1
2822,WaterBottle,WaterBottle.000,not given,0,1
2823,MakoEnergy,MakoEnergy.003,not given,0,1
2824,Krombacher,Krombacher.001,not given,0,4
2825,Jever,Jever.002,not given,0,5
2826,RedBull,RedBull.004,not given,0,1
2827,WaterBottle,WaterBottle.000,not given,0,1
2828,MakoEnergy,MakoEnergy.003,not given,0,1
2829,Krombacher,Krombacher.001,not given,0,2
2830,Jever,Jever.002,not given,0,4
2831,RedBull,RedBull.004,not given,0,1
2832,WaterBottle,WaterBottle.000,not given,0,1
2833,Krombacher,Krombacher.001,not given,0,2
2834,Jever,Jever.002,not given,0,5
2835,RedBull,RedBull.004,not given,0,1
2836,WaterBottle,WaterBottle.000,not given,0,2
2837,Krombacher,Krombacher.001,not given,0,2
2838,Jever,Jever.002,not given,0,4
2839,RedBull,RedBull.004,not given,0,2
2840,WaterBottle,WaterBottle.000,not given,0,2
2841,Krombacher,Krombacher.001,not given,0,1
2842,Jever,Jever.002,not given,0,3
2843,RedBull,RedBull.004,not given,0,2
2844,WaterBottle,WaterBottle.000,not given,0,2
2845,Krombacher,Krombacher.001,not given,0,1
2846,Jever,Jever.002,not given,0,3
2847,RedBull,RedBull.004,not given,0,3
2848,WaterBottle,WaterBottle.000,not given,0,2
2849,Krombacher,Krombacher.001,not given,0,1
2850,Jever,Jever.002,not given,0,4
2851,RedBull,RedBull.004,not given,0,5
2852,WaterBottle,WaterBottle.000,not given,0,2
2853,Krombacher,Krombacher.001,not given,0,1
2854,Jever,Jever.002,not given,0,5
2855,RedBull,RedBull.004,not given,0,5
2856,WaterBottle,WaterBottle.000,not given,0,1
2857,Krombacher,Krombacher.001,not given,0,0
2858,Jever,Jever.002,not given,0,3
2859,RedBull,RedBull.004,not given,0,7
2860,WaterBottle,WaterBottle.000,not given,0,1
2861,Krombacher,Krombacher.001,not given,0,1
2862,Jever,Jever.002,not given,0,3
2863,RedBull,RedBull.004,not given,0,7
2864,WaterBottle,WaterBottle.000,not given,0,1
2865,Krombacher,Krombacher.001,not given,0,1
2866,Jever,Jever.002,not given,0,3
2867,RedBull,RedBull.004,not given,0,8
2868,Krombacher,Krombacher.001,not given,0,1
2869,Jever,Jever.002,not given,0,3
2870,RedBull,RedBull.004,not given,0,7
2871,MakoEnergy,MakoEnergy.003,not given,0,6
2872,Krombacher,Krombacher.001,not given,0,1
2873,Jever,Jever.002,not given,0,3
